occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,early_age,late_age,reference_no,lng,lat,cx_int_no,phylum,class,order,family,genus,midpoint_ma
796113,occ,29306.0,,55363,cf. Troodon sp.,genus,38572,,Troodon,genus,38572,Early Maastrichtian,,72.2,66.0,48570,-112.883331,51.995834,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Troodontidae,Troodon,69.1
796181,occ,,,86488,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Late Turonian,Early Coniacian,93.9,85.7,29128,-69.563431,-36.997494,39.0,Chordata,Reptilia,,,,89.80000000000001
796247,occ,,,14463,Ornithurae <indet. B>,subclass,53033,,Ornithurae,subclass,137276,Judithian,,83.6,72.2,29137,-110.266197,49.956699,113.0,Chordata,Reptilia,,,,77.9
796248,occ,,,14463,Ornithurae <indet. C>,subclass,53033,,Ornithurae,subclass,137276,Judithian,,83.6,72.2,29137,-110.266197,49.956699,113.0,Chordata,Reptilia,,,,77.9
796250,occ,,,52991,Ornithurae <indet. D>,subclass,53033,,Ornithurae,subclass,137276,Late Campanian,,83.6,72.2,29137,-112.577003,49.283001,113.0,Chordata,Reptilia,,,,77.9
796251,occ,21293.0,,22697,Ornithurae <indet. E>,subclass,53033,,Ornithurae,subclass,137276,Late Campanian,,83.6,72.2,29137,-111.63166,50.809345,113.0,Chordata,Reptilia,,,,77.9
796323,occ,,,13305,Alvarezsaurus calvoi n. gen. n. sp.,species,64775,,Alvarezsaurus calvoi,species,64775,Santonian,,85.7,83.6,12794,-68.234169,-38.953888,114.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Alvarezsauridae,Alvarezsaurus,84.65
796327,occ,,,14517,Cimolopteryx maxima,species,141042,,Cimolopteryx maxima,species,141042,Lancian,,72.2,66.0,29037,-106.099998,47.799999,112.0,Chordata,Aves,Charadriiformes,Cimolopterygidae,Cimolopteryx,69.1
796328,occ,,,14565,Cimolopteryx minima n. sp.,species,141043,recombined as,Lamarqueavis minima,species,141043,Lancian,,72.2,66.0,33900,-104.569,43.16526,112.0,Chordata,Aves,Charadriiformes,Cimolopterygidae,Lamarqueavis,69.1
796329,occ,,,14519,Cimolopteryx petra n. sp.,species,141044,recombined as,Lamarqueavis petra,species,141044,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,Charadriiformes,Cimolopterygidae,Lamarqueavis,69.1
796330,occ,,,14519,Cimolopteryx maxima n. sp.,species,141042,,Cimolopteryx maxima,species,141042,Lancian,,72.2,66.0,33900,-104.566704,43.150002,112.0,Chordata,Aves,Charadriiformes,Cimolopterygidae,Cimolopteryx,69.1
796331,occ,,,14519,Presbyornithidae <indet. sp. 4>,species,39621,,Presbyornithidae,family,39621,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,Anseriformes,Presbyornithidae,,69.1
796332,occ,,,14519,Presbyornithidae <indet. sp. 3>,species,39621,,Presbyornithidae,family,39621,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,Anseriformes,Presbyornithidae,,69.1
796333,occ,,,14519,Presbyornithidae <indet. sp. 2>,species,39621,,Presbyornithidae,family,39621,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,Anseriformes,Presbyornithidae,,69.1
796335,occ,,,14519,Pectinodon bakkeri n. gen. n. sp.,species,54819,,Pectinodon bakkeri,species,54819,Lancian,,72.2,66.0,12202,-104.566704,43.150002,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Troodontidae,Pectinodon,69.1
796336,occ,,,14519,Dromaeosauridae indet.,family,38561,,Dromaeosauridae,family,38561,Lancian,,72.2,66.0,12202,-104.566704,43.150002,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,69.1
796337,occ,,,14519,Saurornithoides inequalis,species,63716,recombined as,Stenonychosaurus inequalis,species,54467,Lancian,,72.2,66.0,12202,-104.566704,43.150002,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Troodontidae,Stenonychosaurus,69.1
796339,occ,,,14527,Charadriiformes <indet. sp. 1>,species,36640,,Charadriiformes,order,36640,Lancian,,72.2,66.0,29037,-104.5,43.0,112.0,Chordata,Aves,Charadriiformes,,,69.1
796340,occ,,,14519,Charadriiformes <indet. sp. 1>,species,36640,,Charadriiformes,order,36640,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,Charadriiformes,,,69.1
796341,occ,,,14516,Charadriiformes <indet. sp. 1>,species,36640,,Charadriiformes,order,36640,Lancian,,72.2,66.0,29037,-106.099998,47.799999,112.0,Chordata,Aves,Charadriiformes,,,69.1
796342,occ,,,32370,Limenavis patagonica n. gen. n. sp.,species,134885,,Limenavis patagonica,species,134885,Late Campanian,Early Maastrichtian,83.6,66.0,28366,-67.534164,-39.296665,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Limenavis,74.8
796343,occ,,,14585,Lonchodytes estesi n. gen. n. sp.,species,141051,,Lonchodytes estesi,species,141051,Late Maastrichtian,,72.2,66.0,33900,-104.637001,43.116329,112.0,Chordata,Aves,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Lonchodytes,69.1
796372,occ,,,14519,Phalacrocoracidae <indet. sp. 2>,species,39688,,Phalacrocoracidae,family,39688,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,Suliformes,Phalacrocoracidae,,69.1
796373,occ,,,14585,Torotix clemensi n. gen. n. sp.,species,141072,,Torotix clemensi,species,141072,Late Maastrichtian,,72.2,66.0,33900,-104.637001,43.116329,112.0,Chordata,Aves,Pelecaniformes,NO_FAMILY_SPECIFIED,Torotix,69.1
796374,occ,,,14585,Ceramornis major n. gen. n. sp.,species,141073,,Ceramornis major,species,141073,Late Maastrichtian,,72.2,66.0,33900,-104.637001,43.116329,112.0,Chordata,Aves,Charadriiformes,Cimolopterygidae,Ceramornis,69.1
796375,occ,26065.0,,14585,Galloanseres indet.,unranked clade,139512,misspelling of,Galloanserae,unranked clade,98827,Late Maastrichtian,,72.2,66.0,38517,-104.637001,43.116329,112.0,Chordata,Aves,,,,69.1
796376,occ,,,14585,Neornithes <indet. sp. 3>,species,98815,,Neornithes,subclass,39241,Late Maastrichtian,,72.2,66.0,29037,-104.637001,43.116329,112.0,Chordata,Aves,,,,69.1
796377,occ,,,14585,Lonchodytes pterygius n. sp.,species,141074,"nomen dubium, species not entered",Neornithes,subclass,39241,Late Maastrichtian,,72.2,66.0,33900,-104.637001,43.116329,112.0,Chordata,Aves,,,,69.1
796378,occ,,,14519,Neornithes <indet. sp. 6>,species,98815,,Neornithes,subclass,39241,Lancian,,72.2,66.0,29037,-104.566704,43.150002,112.0,Chordata,Aves,,,,69.1
796379,occ,,,58168,? Neornithes indet.,subclass,98815,,Neornithes,subclass,39241,Middle Turonian,Late Turonian,93.9,89.8,29037,62.655315,42.117294,116.0,Chordata,Aves,,,,91.85
796380,occ,,,47792,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Early Aptian,,121.4,119.57,29155,16.462996,41.247108,119.0,Chordata,Reptilia,,,,120.485
796397,occ,,,68103,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Late Cenomanian,,100.5,93.9,29156,13.90203,44.7859,117.0,Chordata,Reptilia,,,,97.2
796414,occ,,,86529,Troodontidae <indet. sp. 1>,species,54468,,Troodontidae,family,54468,Late Maastrichtian,,72.2,66.0,29157,177.125,62.901669,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Troodontidae,,69.1
796415,occ,,,86529,Dromaeosauridae <indet. sp. 1>,species,38561,,Dromaeosauridae,family,38561,Late Maastrichtian,,72.2,66.0,29157,177.125,62.901669,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,69.1
796416,occ,,,86529,Tyrannosauridae indet.,family,38606,,Tyrannosauridae,family,38606,Late Maastrichtian,,72.2,66.0,29157,177.125,62.901669,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,69.1
796419,occ,,,86529,Troodontidae <indet. sp. 2>,species,54468,,Troodontidae,family,54468,Late Maastrichtian,,72.2,66.0,29157,177.125,62.901669,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Troodontidae,,69.1
796420,occ,,,86529,Dromaeosauridae <indet. sp. 2>,species,38561,,Dromaeosauridae,family,38561,Late Maastrichtian,,72.2,66.0,29157,177.125,62.901669,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,,69.1
797658,occ,,IF,59642,Satapliasaurus dsocenidzei n. sp.,species,85828,,Satapliasaurus dsocenidzei,species,85828,Neocomian,,143.1,125.77,29223,42.644444,42.31472,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Satapliasaurus,134.435
797659,occ,,IF,59642,Satapliasaurus kandelakii n. sp.,species,85829,,Satapliasaurus kandelakii,species,85829,Neocomian,,143.1,125.77,29223,42.644444,42.31472,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Satapliasaurus,134.435
797964,occ,,,86842,Deinodontidae indet.,family,63878,subjective synonym of,Tyrannosauridae,family,38606,Campanian,,83.6,72.2,29231,-110.863731,39.726898,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,,77.9
799601,occ,,,87017,? Odontopteryx sp.,genus,39663,subjective synonym of,Dasornis,genus,39661,Lutetian,,48.07,41.03,29276,-111.027779,24.341667,108.0,Chordata,Aves,Odontopterygiformes,Pelagornithidae,Dasornis,44.55
799602,occ,,,46084,Perugyps diazi n. gen. n. sp.,species,142415,,Perugyps diazi,species,142415,Messinian,,7.246,5.333,29278,-74.799164,-15.551389,98.0,Chordata,Aves,Cathartiformes,Cathartidae,Perugyps,6.2895
800148,occ,,,85833,Theropoda <indet. B>,unranked clade,91970,,Theropoda,unranked clade,38513,Early Cretaceous,,143.1,100.5,29307,-69.105553,-20.638889,40.0,Chordata,Reptilia,,,,121.8
800527,occ,,,59063,Gavia aff. immer,species,133768,,Gavia immer,species,133767,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,0.07035
800528,occ,,,59063,Aechmophorus occidentalis,species,161510,,Aechmophorus occidentalis,species,161509,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,0.07035
800529,occ,,,59063,Diomedea albatrus,species,83347,recombined as,Phoebastria albatrus,species,83347,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,0.07035
800530,occ,,,59063,Puffinus griseus,species,143753,recombined as,Ardenna grisea,species,143752,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,0.07035
800531,occ,,,59063,Puffinus opisthomelas,species,335292,,Puffinus opisthomelas,species,335292,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,0.07035
800532,occ,,,59063,Chendytes lawi,species,142718,,Chendytes lawi,species,142718,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Anseriformes,Anatidae,Chendytes,0.07035
800533,occ,,,59063,Anatidae indet.,family,39624,,Anatidae,family,39624,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Anseriformes,Anatidae,,0.07035
800534,occ,,,59063,Uria aalge,species,276237,,Uria aalge,species,276236,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Charadriiformes,Alcidae,Uria,0.07035
800535,occ,,,59063,Corvus corax,species,133788,,Corvus corax,species,133788,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Passeriformes,Corvidae,Corvus,0.07035
800536,occ,,,59063,Moris reyana n. sp.,species,142716,,Moris reyana,species,142716,Late Pleistocene,,0.129,0.0117,29329,-118.453613,33.994446,922.0,Chordata,Aves,Suliformes,Sulidae,Morus,0.07035
800920,occ,,,45835,Copepteryx titan n. sp.,species,142768,,Copepteryx titan,species,142768,Chattian,,27.3,23.04,29340,130.821396,33.987499,104.0,Chordata,Aves,Suliformes,Plotopteridae,Copepteryx,25.17
800921,occ,,,87148,Copepteryx hexeris,species,142766,,Copepteryx hexeris,species,142766,Late Oligocene,,27.3,23.04,29340,130.699997,33.849998,104.0,Chordata,Aves,Suliformes,Plotopteridae,Copepteryx,25.17
800922,occ,,,87149,Copepteryx hexeris,species,142766,,Copepteryx hexeris,species,142766,Late Oligocene,,27.3,23.04,29340,140.883331,37.049999,104.0,Chordata,Aves,Suliformes,Plotopteridae,Copepteryx,25.17
800923,occ,,,87150,Copepteryx hexeris,species,142766,,Copepteryx hexeris,species,142766,Late Oligocene,,27.3,23.04,29340,129.608337,33.044445,104.0,Chordata,Aves,Suliformes,Plotopteridae,Copepteryx,25.17
800965,occ,,,18573,Ardea polkensis n. sp.,species,142799,,Ardea polkensis,species,142799,Late Hemphillian,,9.4,4.7,1051,-81.949997,27.683332,25.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,7.050000000000001
800966,occ,,,18577,Ardea polkensis,species,142799,,Ardea polkensis,species,142799,Hemphillian,,9.4,4.7,1051,-81.800003,27.9,25.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,7.050000000000001
800967,occ,,,18577,Egretta sp.,genus,142800,,Egretta,genus,142800,Hemphillian,,9.4,4.7,1051,-81.800003,27.9,25.0,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,7.050000000000001
800968,occ,,,18554,Egretta sp.,genus,142800,,Egretta,genus,142800,Late Clarendonian,,12.5,9.4,1051,-82.51667,29.549999,35.0,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,10.95
800969,occ,,,18554,Ardeola sp.,genus,142806,,Ardeola,genus,142806,Late Clarendonian,,12.5,9.4,1051,-82.51667,29.549999,35.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,10.95
800970,occ,,,18560,Nycticorax fidens n. sp.,species,142808,,Nycticorax fidens,species,142808,Hemphillian,,9.4,4.7,1051,-82.599998,29.65,25.0,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,7.050000000000001
800991,occ,,,18601,Egretta subfluvia n. sp.,species,142801,,Egretta subfluvia,species,142801,Hemphillian,,9.4,4.7,1051,-82.316666,28.799999,25.0,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,7.050000000000001
800992,occ,,,18601,Buteo sp.,genus,39325,,Buteo,genus,39325,Hemphillian,,9.4,4.7,1051,-82.316666,28.799999,25.0,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,7.050000000000001
801465,occ,,,87164,Theropoda indet.,unranked clade,94209,,Theropoda,unranked clade,38513,Early Cenomanian,,100.5,93.9,29347,-5.166427,30.067175,117.0,Chordata,Reptilia,,,,97.2
801752,occ,,,87198,Eudromia sp.,genus,39269,,Eudromia,genus,39269,Huayquerian,,8.0,5.0,29353,-63.549999,-37.216667,25.0,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,6.5
801753,occ,,,87198,Argentavis magnificens n. gen. n. sp.,species,137174,,Argentavis magnificens,species,137174,Huayquerian,,8.0,5.0,29353,-63.549999,-37.216667,25.0,Chordata,Aves,Falconiformes,Teratornithidae,Argentavis,6.5
801802,occ,,,87200,Argentavis magnificens,species,137174,,Argentavis magnificens,species,137174,Huayquerian,,8.0,5.0,29353,-62.733334,-37.183334,25.0,Chordata,Aves,Falconiformes,Teratornithidae,Argentavis,6.5
801803,occ,,,87201,Argentavis magnificens,species,137174,,Argentavis magnificens,species,137174,Huayquerian,,8.0,5.0,29353,-66.033333,-26.683332,25.0,Chordata,Aves,Falconiformes,Teratornithidae,Argentavis,6.5
801926,occ,,,87222,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Aptian,,121.4,113.2,54277,136.550003,36.116669,119.0,Chordata,Reptilia,,,,117.30000000000001
801928,occ,39905.0,I,87222,cf. Aquatilavipes sp.,genus,57430,,Aquatilavipes,genus,57430,Aptian,,121.4,113.2,82451,136.550003,36.116669,119.0,Chordata,Aves,NO_ORDER_SPECIFIED,Avipedidae,Aquatilavipes,117.30000000000001
801931,occ,,IF,60521,Byadkudansauropus shiraminensis n. gen. n. sp.,species,142968,"nomen dubium, species not entered",Byakudansauropus,genus,142967,Valanginian,Barremian,137.05,121.4,36936,136.649994,36.183334,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Byakudansauropus,129.22500000000002
802051,occ,,,59003,Alca antiqua,species,83404,recombined as,Uria antiqua,species,83403,Zanclean,Piacenzian,5.333,2.58,29366,5.729444,51.700279,34.0,Chordata,Aves,Charadriiformes,Alcidae,Uria,3.9565
802160,occ,21476.0,,87238,Theropoda indet.,unranked clade,162964,,Theropoda,unranked clade,38513,Berriasian,Valanginian,143.1,132.6,29448,137.383301,36.566669,40.0,Chordata,Reptilia,,,,137.85
803157,occ,,,87417,Beipiaosaurus sp.,genus,68240,,Beipiaosaurus,genus,68240,Late Barremian,Early Aptian,125.77,119.57,29437,119.7957,40.807522,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Beipiaosaurus,122.66999999999999
803236,occ,,,60520,Theropoda <indet. A>,unranked clade,91970,,Theropoda,unranked clade,38513,Hauterivian,Barremian,132.6,121.4,29482,136.702896,36.195415,40.0,Chordata,Reptilia,,,,127.0
803685,occ,39896.0,,87521,Paralitherizinosaurus japonicus n. gen. n. sp.,species,461677,,Paralitherizinosaurus japonicus,species,461677,Early Campanian,,83.6,72.2,82423,142.011749,44.715454,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Therizinosauridae,Paralitherizinosaurus,77.9
803692,occ,,,87522,? Siamosaurus sp.,genus,56418,nomen dubium,Spinosauridae,family,38595,Late Barremian,Aptian,125.77,113.2,24481,138.825684,36.076031,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Spinosauridae,,119.485
804049,occ,,,67974,Garudimimus brevipes n. gen. n. sp.,species,57267,,Garudimimus brevipes,species,57267,Late Turonian,Late Santonian,93.9,83.6,29489,107.518059,43.144169,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Deinocheiridae,Garudimimus,88.75
804050,occ,32458.0,,11582,Ingenia yanshini n. gen. n. sp.,species,57022,recombined as,Heyuannia yanshini,species,57022,Middle Campanian,Late Campanian,83.6,72.2,29489,99.599998,43.299999,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Oviraptoridae,Heyuannia,77.9
804665,occ,,,87790,Pachyornis elephantopus,species,143731,,Pachyornis elephantopus,species,143730,Holocene,,0.0117,0.0,29521,170.935837,-45.142223,32.0,Chordata,Aves,Dinornithiformes,Emeidae,Pachyornis,0.00585
804666,occ,,,87790,Emeus crassus,species,143736,,Emeus crassus,species,143735,Holocene,,0.0117,0.0,29521,170.935837,-45.142223,32.0,Chordata,Aves,Dinornithiformes,Emeidae,Emeus,0.00585
804667,occ,,,87790,Dinornis struthoides,species,143738,,Dinornis struthoides,species,143738,Holocene,,0.0117,0.0,29521,170.935837,-45.142223,32.0,Chordata,Aves,Dinornithiformes,Dinornithidae,Dinornis,0.00585
804668,occ,,,87790,Dinornithiformes indet.,order,39294,,Dinornithiformes,order,39294,Holocene,,0.0117,0.0,29521,170.935837,-45.142223,32.0,Chordata,Aves,Dinornithiformes,,,0.00585
804669,occ,,,87791,Dinornithiformes indet.,order,39294,,Dinornithiformes,order,39294,Holocene,,0.0117,0.0,29521,170.997223,-45.052223,32.0,Chordata,Aves,Dinornithiformes,,,0.00585
804670,occ,,,87791,Eudyptes pachyrhynchus,species,143761,,Eudyptes pachyrhynchus,species,143761,Holocene,,0.0117,0.0,29521,170.997223,-45.052223,32.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,0.00585
804673,occ,,,87792,Larus dominicanus,species,143805,,Larus dominicanus,species,143805,Holocene,,0.0117,0.0,29521,170.960281,-45.128056,32.0,Chordata,Aves,Charadriiformes,Laridae,Larus,0.00585
804745,occ,,,87803,Coturnix novaezelandiae,species,143790,,Coturnix novaezelandiae,species,143790,Holocene,,0.0117,0.0,29521,170.968063,-45.12611,32.0,Chordata,Reptilia,Galliformes,Phasianidae,Coturnix,0.00585
804746,occ,,,87804,Euryapteryx geranoides,species,143734,,Euryapteryx geranoides,species,143733,Late Pleistocene,Holocene,0.129,0.0,29521,170.96167,-45.125557,12.0,Chordata,Aves,Dinornithiformes,Emeidae,Euryapteryx,0.0645
804747,occ,,,87804,Pachyornis elephantopus,species,143731,,Pachyornis elephantopus,species,143730,Late Pleistocene,Holocene,0.129,0.0,29521,170.96167,-45.125557,12.0,Chordata,Aves,Dinornithiformes,Emeidae,Pachyornis,0.0645
804748,occ,,,87804,Cnemiornis calcitrans,species,143774,,Cnemiornis calcitrans,species,143774,Late Pleistocene,Holocene,0.129,0.0,29521,170.96167,-45.125557,12.0,Chordata,Aves,Anseriformes,Anatidae,Cnemiornis,0.0645
804749,occ,,,87804,Harpagornis elephantopus,species,143786,species not entered,Harpagornis,genus,143786,Late Pleistocene,Holocene,0.129,0.0,29521,170.96167,-45.125557,12.0,Chordata,Aves,Accipitriformes,Accipitridae,Harpagornis,0.0645
804750,occ,,,87806,Dinornithiformes indet.,order,39294,,Dinornithiformes,order,39294,Late Pleistocene,,0.129,0.0117,29521,170.850555,-45.107224,922.0,Chordata,Aves,Dinornithiformes,,,0.07035
804751,occ,,,87806,Gallirallus australis,species,143793,,Gallirallus australis,species,143792,Late Pleistocene,,0.129,0.0117,29521,170.850555,-45.107224,922.0,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,0.07035
804752,occ,,,87806,Pachyornis elephantopus,species,143731,,Pachyornis elephantopus,species,143730,Late Pleistocene,,0.129,0.0117,29521,170.850555,-45.107224,922.0,Chordata,Aves,Dinornithiformes,Emeidae,Pachyornis,0.07035
804764,occ,,,87810,Emeus crassus,species,143736,,Emeus crassus,species,143735,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Dinornithiformes,Emeidae,Emeus,0.07035
804765,occ,,,87810,Pachyornis elephantopus,species,143731,,Pachyornis elephantopus,species,143730,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Dinornithiformes,Emeidae,Pachyornis,0.07035
804766,occ,,,87810,? Pachyornis elephantopus,species,143731,,Pachyornis elephantopus,species,143730,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Dinornithiformes,Emeidae,Pachyornis,0.07035
804767,occ,,,87810,Dinornithiformes indet.,order,39294,,Dinornithiformes,order,39294,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Dinornithiformes,,,0.07035
804768,occ,,,87810,Emeidae indet.,family,143729,,Emeidae,family,143729,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Dinornithiformes,Emeidae,,0.07035
804769,occ,,,87810,Apteryx australis,species,369211,,Apteryx australis,species,369211,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,0.07035
804770,occ,,,87810,Megadyptes antipodes,species,143764,,Megadyptes antipodes,species,143763,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Megadyptes,0.07035
804771,occ,,,87810,Eudyptes pachyrhynchus,species,143761,,Eudyptes pachyrhynchus,species,143761,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,0.07035
804772,occ,,,87810,Eudyptula minor,species,143760,,Eudyptula minor,species,143759,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,0.07035
804773,occ,,,87810,Pelecanoides sp.,genus,36632,,Pelecanoides,genus,36632,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Procellariiformes,Procellariidae,Pelecanoides,0.07035
804774,occ,,,87810,Puffinus griseus,species,143753,recombined as,Ardenna grisea,species,143752,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,0.07035
804775,occ,,,87810,Stictocarbo punctatus,species,143769,recombined as,Phalacrocorax punctatus,species,143767,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,0.07035
804776,occ,,,87810,Phalacrocorax cf. varius,species,143766,,Phalacrocorax varius,species,143765,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,0.07035
804777,occ,,,87810,Phalacrocoracidae indet.,family,39688,,Phalacrocoracidae,family,39688,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Suliformes,Phalacrocoracidae,,0.07035
804778,occ,,,87810,Leucocarbo carunculatus,species,143772,recombined as,Phalacrocorax carunculatus,species,143771,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,0.07035
804779,occ,,,87810,? Leucocarbo sp.,genus,143770,,Leucocarbo,genus,143770,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Leucocarbo,0.07035
804780,occ,,,87810,Haematopus unicolor,species,143800,,Haematopus unicolor,species,143800,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,0.07035
804781,occ,,,87810,Coenocorypha iredalei,species,143804,,Coenocorypha iredalei,species,143804,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,0.07035
804782,occ,,,87810,Cnemiornis calcitrans,species,143774,,Cnemiornis calcitrans,species,143774,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Anseriformes,Anatidae,Cnemiornis,0.07035
804783,occ,,,87810,Anas chlorotis,species,143784,,Anas chlorotis,species,143784,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Anseriformes,Anatidae,Anas,0.07035
804784,occ,,,87810,Nestor meridionalis,species,143813,,Nestor meridionalis,species,143812,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Psittaciformes,Strigopidae,Nestor,0.07035
804785,occ,,,87810,Cyanoramphus sp.,genus,143816,,Cyanoramphus,genus,143816,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Psittaciformes,Psittaculidae,Cyanoramphus,0.07035
804786,occ,,,87810,Gallirallus australis,species,143793,,Gallirallus australis,species,143792,Late Pleistocene,,0.129,0.0117,29521,170.966949,-45.125557,922.0,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,0.07035
