occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,early_age,late_age,reference_no,lng,lat,cx_int_no,phylum,class,order,family,genus,midpoint_ma
41524,occ,,,3257,Aves indet.,class,36616,,Aves,class,36616,Early Eocene,Middle Eocene,56.0,37.71,149,-1.166667,51.083332,37.0,Chordata,Aves,,,,46.855000000000004
41580,occ,,,3256,Aves indet.,class,36616,,Aves,class,36616,Early Eocene,Middle Eocene,56.0,37.71,149,-1.166667,51.083332,37.0,Chordata,Aves,,,,46.855000000000004
130294,occ,,,10764,Protarchaeopteryx robusta n. gen. n. sp.,species,66068,,Protarchaeopteryx robusta,species,66068,Late Barremian,Early Aptian,125.77,119.57,4006,120.73333,41.799999,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Protarchaeopteryx,122.66999999999999
130295,occ,,,10764,Caudipteryx zoui n. gen. n. sp.,species,66066,,Caudipteryx zoui,species,66066,Late Barremian,Early Aptian,125.77,119.57,19421,120.73333,41.799999,40.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Caudipteryx,122.66999999999999
137486,occ,,,11582,Theropoda indet.,unranked clade,94209,,Theropoda,unranked clade,38513,Middle Campanian,Late Campanian,83.6,72.2,59136,99.599998,43.299999,113.0,Chordata,Reptilia,,,,77.9
139242,occ,24752.0,,11890,Gorgosaurus sternbergi n. sp.,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,Late Campanian,,83.6,72.2,13165,-111.528732,50.740726,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,77.9
139250,occ,23301.0,,11893,Gorgosaurus libratus,species,53194,,Gorgosaurus libratus,species,53194,Late Campanian,,83.6,72.2,4205,-111.549347,50.737015,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,77.9
139252,occ,23302.0,,11895,Gorgosaurus libratus,species,53194,,Gorgosaurus libratus,species,53194,Late Campanian,,83.6,72.2,4205,-111.564636,50.723866,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,77.9
139253,occ,18699.0,,11896,Gorgosaurus libratus,species,53194,,Gorgosaurus libratus,species,53194,Late Campanian,,83.6,72.2,4205,-111.525337,50.740471,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,77.9
139254,occ,13634.0,,11897,Gorgosaurus libratus n. gen. n. sp.,species,53194,,Gorgosaurus libratus,species,53194,Late Campanian,,83.6,72.2,17547,-111.601021,50.786999,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,77.9
139255,occ,18015.0,,11898,Albertosaurus sarcophagus,species,56319,,Albertosaurus sarcophagus,species,56319,Late Maastrichtian,,72.2,66.0,9259,-112.981903,51.8046,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Albertosaurus,69.1
139256,occ,30781.0,,11899,Albertosaurus sarcophagus,species,56319,,Albertosaurus sarcophagus,species,56319,Early Maastrichtian,,72.2,66.0,4205,-112.981903,51.819099,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Albertosaurus,69.1
139257,occ,,,11900,Albertosaurus arctunguis n. sp.,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,Early Maastrichtian,,72.2,66.0,12347,-112.818901,51.542702,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Albertosaurus,69.1
139258,occ,18014.0,,11901,Albertosaurus sarcophagus n. gen. n. sp.,species,56319,,Albertosaurus sarcophagus,species,56319,Early Maastrichtian,,72.2,66.0,9259,-112.8423,51.469898,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Albertosaurus,69.1
139259,occ,,,11902,Albertosaurus sarcophagus,species,56319,,Albertosaurus sarcophagus,species,56319,Early Maastrichtian,,72.2,66.0,4205,-112.702202,51.4408,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Albertosaurus,69.1
139261,occ,,,11903,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,Late Campanian,,83.6,72.2,4205,-110.681999,49.083698,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Daspletosaurus,77.9
139262,occ,,,11904,Theropoda indet.,unranked clade,94209,,Theropoda,unranked clade,38513,Late Campanian,,83.6,72.2,62883,-111.511902,50.742401,113.0,Chordata,Reptilia,,,,77.9
139290,occ,23303.0,,11915,Daspletosaurus torosus n. gen. n. sp.,species,57258,,Daspletosaurus torosus,species,57258,Middle Campanian,,83.6,72.2,4205,-111.485008,50.751526,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Daspletosaurus,77.9
139291,occ,38040.0,,11916,Albertosaurus sarcophagus,species,56319,,Albertosaurus sarcophagus,species,56319,Early Maastrichtian,,72.2,66.0,76179,-112.934799,51.928299,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Albertosaurus,69.1
139292,occ,22878.0,,11917,Tyrannosaurus rex,species,54833,,Tyrannosaurus rex,species,54833,Late Maastrichtian,,72.2,66.0,4218,-113.0289,51.906399,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Tyrannosaurus,69.1
139293,occ,,,11918,cf. Tyrannosaurus rex,species,54833,,Tyrannosaurus rex,species,54833,Late Maastrichtian,,72.2,66.0,4205,-113.23333,51.933334,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Tyrannosaurus,69.1
139295,occ,25241.0,,11920,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Hettangian,Sinemurian,201.4,192.9,36780,-72.633331,41.566666,43.0,Chordata,Reptilia,,,,197.15
144305,occ,38682.0,,10760,cf. Saurornitholestes sp.,genus,38567,,Saurornitholestes,genus,38567,Early Maastrichtian,,72.2,66.0,77788,22.9158,45.547501,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Dromaeosauridae,Saurornitholestes,69.1
144307,occ,22890.0,,12584,Bistahieversor sealeyi,species,163808,,Bistahieversor sealeyi,species,163808,Late Campanian,,83.6,72.2,32137,-107.966393,36.06028,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Bistahieversor,77.9
144308,occ,,,12585,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Puaroan,,150.0,143.1,4249,174.71666,-37.383331,41.0,Chordata,Reptilia,,,,146.55
146081,occ,38238.0,,12855,Abelisauridae indet.,family,53942,,Abelisauridae,family,53942,Late Maastrichtian,,72.2,66.0,76372,-65.940002,-17.687,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Abelisauridae,,69.1
148510,occ,34088.0,,13106,Vegaviidae indet.,unranked clade,361851,,Vegaviidae,unranked clade,361851,Late Maastrichtian,,72.2,66.0,63548,-56.72361,-64.273613,112.0,Chordata,Aves,Anseriformes,Vegaviidae,,69.1
148628,occ,,,13108,Mononykus olecranus,species,67288,,Mononykus olecranus,species,67287,Maastrichtian,,72.2,66.0,4373,99.599998,43.540001,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Alvarezsauridae,Mononykus,69.1
148629,occ,,,13108,Tarbosaurus bataar,species,57254,,Tarbosaurus bataar,species,63705,Maastrichtian,,72.2,66.0,4373,99.599998,43.540001,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Tarbosaurus,69.1
149328,occ,,,13142,? Coeluridae indet.,family,53001,,Coeluridae,family,53001,Late Maastrichtian,,72.2,66.0,4381,-106.099998,47.799999,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Coeluridae,,69.1
149586,occ,11815.0,,13210,Carnosauria indet.,infraorder,53943,,Carnosauria,infraorder,53943,Late Maastrichtian,,72.2,66.0,55175,-65.26667,-24.299999,112.0,Chordata,Reptilia,Avetheropoda,,,69.1
149592,occ,,,13212,Creosaurus atrox n. gen. n. sp.,species,52970,subjective synonym of,Allosaurus fragilis,species,52962,Kimmeridgian,Tithonian,154.8,143.1,7813,-106.041,41.893101,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Allosaurus,148.95
149596,occ,,,13214,Creosaurus atrox,species,52970,subjective synonym of,Allosaurus fragilis,species,52962,Kimmeridgian,Tithonian,154.8,143.1,4387,-106.389999,42.035831,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Allosaurus,148.95
149597,occ,,,13214,Allosaurus fragilis,species,52962,,Allosaurus fragilis,species,52962,Kimmeridgian,Tithonian,154.8,143.1,4387,-106.389999,42.035831,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Allosaurus,148.95
149601,occ,,,13214,Antrodemus valens,species,64031,subjective synonym of,Allosaurus fragilis,species,52962,Kimmeridgian,Tithonian,154.8,143.1,4387,-106.389999,42.035831,41.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Allosaurus,148.95
149834,occ,,,13263,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Rhaetian,Hettangian,205.7,199.5,4395,-108.930832,38.27861,2.0,Chordata,Reptilia,,,,202.6
149835,occ,,,13264,Ornimegalonyx oteroi,species,290147,,Ornimegalonyx oteroi,species,290147,Pleistocene,,2.58,0.0117,4396,-83.666664,22.583332,33.0,Chordata,Aves,Strigiformes,Strigidae,Ornimegalonyx,1.29585
149859,occ,19729.0,,13268,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Late Barremian,Early Aptian,125.77,119.57,14199,-1.468,50.654499,40.0,Chordata,Reptilia,,,,122.66999999999999
150093,occ,,,18597,Phalacrocorax subvolans n. sp.,species,53350,recombined as,Anhinga subvolans,species,53350,Hemingfordian,,18.5,16.3,4414,-82.599998,29.700001,102.0,Chordata,Aves,Suliformes,Anhingidae,Anhinga,17.4
150094,occ,,,18597,Proictinia floridana n. sp.,species,53301,recombined as,Promilio floridanus,species,53301,Hemingfordian,,18.5,16.3,4414,-82.599998,29.700001,102.0,Chordata,Aves,Falconiformes,Buteonidae,Promilio,17.4
150133,occ,,,13296,Buteo fluviaticus n. sp.,species,100015,,Buteo fluviaticus,species,100015,Orellan,,33.9,31.8,4415,-104.866669,40.900002,105.0,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,32.85
150134,occ,,,13297,Hadrogyps aigialeus n. gen. n. sp.,species,53351,,Hadrogyps aigialeus,species,53351,Langhian,,15.98,13.82,4416,-118.5,35.299999,101.0,Chordata,Aves,Cathartiformes,Cathartidae,Hadrogyps,14.9
150135,occ,,,13298,Primapus lacki n. gen. n. sp.,species,53337,,Primapus lacki,species,53337,Ypresian,,56.0,48.07,4417,-0.683333,50.783333,109.0,Chordata,Aves,Apodiformes,NO_FAMILY_SPECIFIED,Primapus,52.035
150136,occ,,,13299,Primapus lacki,species,53337,,Primapus lacki,species,53337,Ypresian,,56.0,48.07,4417,0.833333,51.400002,109.0,Chordata,Aves,Apodiformes,NO_FAMILY_SPECIFIED,Primapus,52.035
150137,occ,,,13300,Praemancalla wetmorei n. sp.,species,145757,recombined as,Miomancalla wetmorei,species,145757,Tortonian,,11.63,7.246,4418,-117.712219,33.561943,99.0,Chordata,Aves,Charadriiformes,Alcidae,Miomancalla,9.438
150138,occ,,,13301,Ichthyornis cf. dispar,species,54877,,Ichthyornis dispar,species,54877,Early Coniacian,Santonian,89.8,83.6,4419,-101.0,39.0,39.0,Chordata,Reptilia,Ichthyornithes,NO_FAMILY_SPECIFIED,Ichthyornis,86.69999999999999
150139,occ,,,13301,Hesperornis sp.,genus,36620,,Hesperornis,genus,36620,Early Coniacian,Santonian,89.8,83.6,4419,-101.0,39.0,39.0,Chordata,Reptilia,Hesperornithiformes,Hesperornithidae,Hesperornis,86.69999999999999
150155,occ,,,13309,Neogaeornis wetzeli n. gen. n. sp.,species,53321,,Neogaeornis wetzeli,species,53321,Late Maastrichtian,,72.2,66.0,6052,-73.116669,-36.716667,112.0,Chordata,Aves,Anseriformes,Vegaviidae,Neogaeornis,69.1
150156,occ,,,13312,Alexornis antecedens n. gen. n. sp.,species,53319,,Alexornis antecedens,species,53319,Santonian,,85.7,83.6,4423,-115.73333,30.049999,114.0,Chordata,Reptilia,Alexornithiformes,Alexornithidae,Alexornis,84.65
150157,occ,,,13306,Yacoraitichnus avis n. gen. n. sp.,species,58867,,Yacoraitichnus avis,species,58867,Late Maastrichtian,,72.2,66.0,6049,-66.0,-25.5,112.0,Chordata,Aves,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Yacoraitichnus,69.1
150158,occ,,IF,13308,Patagonichnornis venetiorum n. gen. n. sp.,species,53322,,Patagonichnornis venetiorum,species,53322,Late Campanian,Early Maastrichtian,83.6,66.0,6051,-69.466667,-41.349998,39.0,Chordata,Aves,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Patagonichnornis,74.8
150159,occ,,,13313,Dromaius gidju n. sp.,species,53358,recombined as,Emuarius gidju,species,53358,Late Oligocene,Early Miocene,27.3,15.98,4424,140.733337,-27.75,1.0,Chordata,Aves,Casuariiformes,Casuariidae,Emuarius,21.64
150160,occ,,,13314,Dromaius sp.,genus,173845,,Dromaius,genus,173845,Middle Miocene,,15.98,11.63,4424,131.522217,-17.116667,35.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,13.805
150161,occ,,,13315,Dromaius sp.,genus,173845,,Dromaius,genus,173845,Late Miocene,,11.63,5.333,4424,133.883331,-23.700001,35.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,8.4815
150162,occ,,,13316,Dromaius ocypus,species,53357,,Dromaius ocypus,species,53357,Pliocene,,5.333,2.58,4424,140.733337,-27.75,34.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,3.9565
150163,occ,,,13317,Dromaius novaehollandiae,species,53353,,Dromaius novaehollandiae,species,164088,Zanclean,,5.333,3.6,4424,138.416672,-28.766666,97.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,4.4665
150164,occ,,,13317,Dromaius sp.,genus,173845,,Dromaius,genus,173845,Zanclean,,5.333,3.6,4424,138.416672,-28.766666,97.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,4.4665
150165,occ,,,13316,Dromaius cf. ocypus,species,53357,,Dromaius ocypus,species,53357,Pliocene,,5.333,2.58,4424,140.733337,-27.75,34.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,3.9565
150166,occ,,,13318,Dromaius novaehollandiae,species,53353,,Dromaius novaehollandiae,species,164088,Early Pliocene,,5.333,3.6,4424,150.633331,-26.75,97.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,4.4665
150167,occ,,,13319,Dromaius sp.,genus,173845,,Dromaius,genus,173845,Late Pleistocene,,0.129,0.0117,4424,140.733337,-27.75,922.0,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,0.07035
150168,occ,,,13320,Lithornis vulturinus,species,246687,,Lithornis vulturinus,species,246687,Early Eocene,,56.0,48.07,4416,0.75,51.25,109.0,Chordata,Aves,NO_ORDER_SPECIFIED,Lithornithidae,Lithornis,52.035
150169,occ,,,13321,Paracathartes howardae,species,246699,,Paracathartes howardae,species,246699,Early Eocene,,56.0,48.07,4416,-108.37944,43.025002,109.0,Chordata,Aves,NO_ORDER_SPECIFIED,Lithornithidae,Paracathartes,52.035
150170,occ,,,13322,Eocathartes robustus,species,53325,,Eocathartes robustus,species,53325,Lutetian,,48.07,41.03,4416,11.953611,51.321945,108.0,Chordata,Aves,Ciconiiformes,NO_FAMILY_SPECIFIED,Eocathartes,44.55
150171,occ,,,13323,Eocathartes grallator n. gen. n. sp.,species,486984,recombined as,Bathornis grallator,species,486984,Uintan,,46.2,39.7,4416,-108.270279,41.337502,37.0,Chordata,Aves,Gruiformes,Bathornithidae,Bathornis,42.95
150172,occ,,,13324,Diatropornis ellioti,species,53328,species not entered,Diatropornis,genus,53328,Late Eocene,Early Oligocene,37.71,27.3,4416,1.433333,44.383331,26.0,Chordata,Aves,Cathartiformes,Cathartidae,Diatropornis,32.505
150173,occ,,,13325,Plesiocathartes europaeus n. gen. n. sp.,species,370282,,Plesiocathartes europaeus,species,370282,Late Eocene,Early Oligocene,37.71,27.3,4416,1.433333,44.383331,26.0,Chordata,Aves,Leptosomiformes,NO_FAMILY_SPECIFIED,Plesiocathartes,32.505
150246,occ,23550.0,,13335,Theropoda indet.,unranked clade,91970,,Theropoda,unranked clade,38513,Berriasian,,143.1,137.05,4007,22.4,46.950001,123.0,Chordata,Reptilia,,,,140.075
150313,occ,,I,13343,Hispanosauropus hauboldi n. gen. n. sp.,species,68178,,Hispanosauropus hauboldi,species,68178,Kimmeridgian,,154.8,149.2,5982,-5.076468,43.468056,125.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hispanosauropus,152.0
150314,occ,,I,13342,Hispanosauropus hauboldi,species,68178,,Hispanosauropus hauboldi,species,68178,Kimmeridgian,,154.8,149.2,5982,-5.249015,43.498878,125.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hispanosauropus,152.0
150324,occ,35786.0,F,13347,Macroolithus rugustus,species,67192,,Macroolithus rugustus,species,67191,Maastrichtian,,72.2,66.0,18353,99.926941,43.720554,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Elongatoolithidae,Macroolithus,69.1
150326,occ,17810.0,F,13349,Macroolithus rugustus,species,67192,,Macroolithus rugustus,species,67191,Maastrichtian,,72.2,66.0,17027,84.0047,47.5919,112.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Elongatoolithidae,Macroolithus,69.1
150847,occ,,,13305,Patagopteryx deferrariisi n. gen. n. sp.,species,68529,,Patagopteryx deferrariisi,species,68529,Santonian,,85.7,83.6,6047,-68.234169,-38.953888,114.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Patagopteryx,84.65
150848,occ,30121.0,,13305,Neuquenornis volans n. gen. n. sp.,species,100989,,Neuquenornis volans,species,100989,Santonian,,85.7,83.6,6046,-68.234169,-38.953888,114.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Avisauridae,Neuquenornis,84.65
150849,occ,,,13409,Megalosaurus wetherilli n. sp.,species,55479,recombined as,Dilophosaurus wetherilli,species,55479,Sinemurian,Pliensbachian,199.5,184.2,13844,-110.32,36.145279,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dilophosaurus,191.85
150850,occ,,,13410,Megalosaurus wetherilli,species,55479,recombined as,Dilophosaurus wetherilli,species,55479,Sinemurian,Pliensbachian,199.5,184.2,13844,-110.300003,36.099998,43.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dilophosaurus,191.85
150853,occ,,,13411,Ornithomimidae indet.,family,38539,,Ornithomimidae,family,38539,Cenomanian,Santonian,100.5,83.6,6048,101.331947,43.938889,39.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,Ornithomimidae,,92.05
150854,occ,,,13411,Theropoda indet.,unranked clade,38513,,Theropoda,unranked clade,38513,Cenomanian,Santonian,100.5,83.6,9899,101.331947,43.938889,39.0,Chordata,Reptilia,,,,92.05
154631,occ,,,13738,Aves indet.,class,36616,,Aves,class,36616,Holocene,,0.0117,0.0,6145,116.150002,-8.6333,32.0,Chordata,Aves,,,,0.00585
154986,occ,,,13776,Gobipteryx minuta n. gen. n. sp.,species,57334,,Gobipteryx minuta,species,57334,Middle Campanian,Late Campanian,83.6,72.2,9759,101.125,43.487499,113.0,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Gobipteryx,77.9
212043,occ,,,21294,Aves indet.,class,36616,,Aves,class,36616,Calabrian,,1.8,0.774,4454,35.792,4.25,740.0,Chordata,Aves,,,,1.287
212060,occ,,,21300,Aves indet.,class,36616,,Aves,class,36616,Gelasian,,2.58,1.8,4454,35.766998,4.189,741.0,Chordata,Aves,,,,2.19
212166,occ,,,21332,Aves indet.,class,36616,,Aves,class,36616,Messinian,Piacenzian,7.246,2.58,4648,36.067001,2.883,25.0,Chordata,Aves,,,,4.913
213455,occ,,,21802,Numida sp.,genus,99148,,Numida,genus,99148,Piacenzian,,3.6,2.58,4451,35.216702,-3.2014,96.0,Chordata,Reptilia,Galliformes,Numididae,Numida,3.09
213503,occ,,,21824,Phasianidae indet.,family,39340,,Phasianidae,family,39340,Early Pleistocene,,2.58,0.774,4896,27.7208,-26.016701,33.0,Chordata,Reptilia,Galliformes,Phasianidae,,1.677
213553,occ,,,21855,Accipitridae indet.,family,39323,,Accipitridae,family,39323,Middle Miocene,,15.98,11.63,4922,16.5,-28.25,35.0,Chordata,Aves,Accipitriformes,Accipitridae,,13.805
213563,occ,,,21855,Struthionidae indet.,family,39276,,Struthionidae,family,39276,Middle Miocene,,15.98,11.63,4922,16.5,-28.25,35.0,Chordata,Aves,Struthioniformes,Struthionidae,,13.805
213564,occ,,,21855,Phasianidae indet.,family,39340,,Phasianidae,family,39340,Middle Miocene,,15.98,11.63,4922,16.5,-28.25,35.0,Chordata,Reptilia,Galliformes,Phasianidae,,13.805
213633,occ,,,21857,Aves indet.,class,36616,,Aves,class,36616,Pleistocene,Holocene,2.58,0.0,5212,5.9167,35.75,12.0,Chordata,Aves,,,,1.29
213652,occ,,,21858,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5213,24.633301,-27.616699,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
213681,occ,,,21861,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5214,25.549999,-28.6667,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
213690,occ,,,21862,Columbidae indet.,family,39353,,Columbidae,family,39353,Holocene,,0.0117,0.0,5216,18.866699,-34.150002,32.0,Chordata,Aves,Columbiformes,Columbidae,,0.00585
213724,occ,,,21878,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5222,29.0833,25.799999,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
213748,occ,,,21886,Platalea leucorodia,species,368589,,Platalea leucorodia,species,368589,Pleistocene,,2.58,0.0117,5209,32.950001,24.766701,33.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,1.29585
213749,occ,,,21886,Anas acuta,species,83435,,Anas acuta,species,83435,Pleistocene,,2.58,0.0117,5209,32.950001,24.766701,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
213750,occ,,,21886,Ardea cinerea,species,83488,,Ardea cinerea,species,83488,Pleistocene,,2.58,0.0117,5209,32.950001,24.766701,33.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.29585
213751,occ,,,21886,Anas crecca,species,133772,,Anas crecca,species,133772,Pleistocene,,2.58,0.0117,5209,32.950001,24.766701,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
213765,occ,,,21888,Platalea leucorodia,species,368589,,Platalea leucorodia,species,368589,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,1.29585
213766,occ,,,21888,Anas acuta,species,83435,,Anas acuta,species,83435,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
213769,occ,,,21888,Phalacrocorax carbo,species,336370,,Phalacrocorax carbo,species,336369,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,1.29585
213770,occ,,,21888,Ardea cinerea,species,83488,,Ardea cinerea,species,83488,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.29585
213771,occ,,,21888,Phoenicopterus antiquorum,species,368607,subjective synonym of,Phoenicopterus roseus,species,368608,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,1.29585
213772,occ,,,21888,Plectropterus gambensis,species,368602,,Plectropterus gambensis,species,368601,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,1.29585
213773,occ,,,21888,Anser albifrons,species,335665,,Anser albifrons,species,335665,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Anser,1.29585
213774,occ,,,21888,Anser fabalis,species,368593,,Anser fabalis,species,368592,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Anser,1.29585
213775,occ,,,21888,Branta bernicla,species,83428,,Branta bernicla,species,83427,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Branta,1.29585
213776,occ,,,21888,Tadorna ferruginea,species,368595,,Tadorna ferruginea,species,368594,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1.29585
213777,occ,,,21888,Anas platyrhynchos,species,83434,,Anas platyrhynchos,species,83434,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
213778,occ,,,21888,Anas penelope,species,368603,recombined as,Mareca penelope,species,368603,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Mareca,1.29585
213779,occ,,,21888,Aythya ferina,species,368600,,Aythya ferina,species,368599,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Aythya,1.29585
213780,occ,,,21888,Mergus merganser,species,336064,,Mergus merganser,species,336064,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergus,1.29585
213781,occ,,,21888,Mergus serrator,species,83462,,Mergus serrator,species,83462,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergus,1.29585
213782,occ,,,21888,Mergus albellus,species,368596,recombined as,Mergellus albellus,species,368596,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergellus,1.29585
213783,occ,,,21888,Milvus migrans,species,368606,,Milvus migrans,species,368605,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,1.29585
213784,occ,,,21888,Pandion haliaetus,species,368439,,Pandion haliaetus,species,368438,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,1.29585
213786,occ,,,21888,Numenius arquata,species,368591,,Numenius arquata,species,368590,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,1.29585
213787,occ,,,21888,Anas crecca,species,133772,,Anas crecca,species,133772,Pleistocene,,2.58,0.0117,5224,32.950001,24.4333,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
